Age,Gender,SkinType,HairType,Budget,Concern,Rating,RecommendedService
44,Male,Oily,Straight,10000,Frizz,3.5,Chemical Peel Treatment
39,Female,Dry,Thinning,2000,Hair Fall,4.5,Advanced Hair Spa
64,Female,Combination,Straight,1500,Acne,3.0,Anti-Aging Facial
59,Female,Dry,Wavy,3000,Aging,5.0,Gold Glow Therapy
53,Female,Sensitive,Wavy,10000,Dandruff,3.5,Anti-Dandruff Spa
60,Female,Oily,Thinning,1000,Dandruff,5.0,Deep Cleansing Facial
18,Male,Dry,Curly,10000,Frizz,3.0,Keratin Therapy
52,Female,Combination,Wavy,2000,Acne,4.0,Chemical Peel Treatment
49,Female,Combination,Thinning,2000,Pigmentation,4.5,Advanced Hair Spa
40,Female,Sensitive,Thinning,1000,Dullness,4.0,Scalp Treatment
55,Female,Dry,Curly,500,Aging,4.0,Anti-Aging Facial
41,Female,Normal,Coily,2000,Pigmentation,3.5,Keratin Therapy
45,Female,Normal,Wavy,3000,Aging,4.5,Gold Glow Therapy
29,Female,Sensitive,Thinning,500,Dullness,4.0,Scalp Treatment
49,Female,Sensitive,Thinning,3000,Frizz,4.5,Advanced Hair Spa
49,Female,Sensitive,Coily,1000,Acne,5.0,Classic Swedish Massage
32,Female,Combination,Wavy,3000,Hair Fall,3.5,Advanced Hair Spa
54,Male,Sensitive,Thinning,3000,Acne,5.0,Chemical Peel Treatment
52,Male,Combination,Thinning,10000,Dullness,3.0,Advanced Hair Spa
46,Female,Sensitive,Straight,5000,Dullness,3.5,Vitamin C Glow Facial
20,Female,Combination,Straight,2000,Dullness,3.0,Vitamin C Glow Facial
33,Female,Normal,Curly,10000,Frizz,5.0,Keratin Therapy
28,Female,Dry,Wavy,10000,Acne,5.0,Chemical Peel Treatment
35,Female,Dry,Curly,5000,Hair Fall,4.0,Advanced Hair Spa
50,Non-binary,Oily,Wavy,10000,Dullness,4.5,Chemical Peel Treatment
35,Male,Dry,Wavy,1000,Aging,4.0,Anti-Aging Facial
61,Female,Dry,Thinning,5000,Hair Fall,4.5,Advanced Hair Spa
22,Female,Oily,Coily,3000,Frizz,4.0,Chemical Peel Treatment
41,Female,Sensitive,Curly,3000,Acne,3.0,Chemical Peel Treatment
47,Female,Combination,Straight,10000,Pigmentation,4.5,De-Tan Treatment
45,Male,Sensitive,Curly,1500,Dullness,4.0,Keratin Therapy
54,Female,Sensitive,Curly,5000,Dullness,3.0,De-Tan Treatment
47,Female,Dry,Coily,2000,Acne,4.5,Chemical Peel Treatment
62,Male,Combination,Wavy,10000,Hair Fall,3.0,Advanced Hair Spa
34,Female,Dry,Straight,2000,Frizz,4.0,Keratin Therapy
32,Female,Oily,Straight,500,Aging,4.5,Deep Cleansing Facial
55,Female,Sensitive,Straight,500,Frizz,4.0,Hair Spa
45,Female,Sensitive,Straight,1000,Dandruff,3.0,Anti-Dandruff Spa
24,Female,Combination,Curly,1000,Dandruff,3.5,Hair Spa
61,Female,Normal,Thinning,500,Pigmentation,3.5,Scalp Treatment
64,Female,Dry,Coily,3000,Frizz,4.5,Keratin Therapy
23,Male,Dry,Straight,3000,Frizz,4.5,Keratin Therapy
45,Female,Dry,Wavy,1500,Frizz,3.0,Keratin Therapy
56,Female,Normal,Curly,10000,Frizz,3.0,Keratin Therapy
60,Male,Dry,Thinning,3000,Pigmentation,3.5,Advanced Hair Spa
36,Female,Dry,Coily,2000,Acne,3.5,Chemical Peel Treatment
56,Female,Oily,Curly,1500,Aging,4.5,Deep Cleansing Facial
54,Female,Normal,Wavy,10000,Dandruff,3.0,Scalp Treatment
18,Female,Oily,Straight,10000,Dandruff,5.0,Chemical Peel Treatment
63,Female,Sensitive,Coily,5000,Dandruff,3.0,Keratin Therapy
52,Female,Combination,Straight,1500,Acne,5.0,Deep Cleansing Facial
27,Female,Sensitive,Thinning,5000,Dullness,3.0,Advanced Hair Spa
45,Male,Dry,Straight,1000,Acne,4.5,Deep Cleansing Facial
57,Female,Combination,Wavy,500,Acne,3.5,Deep Cleansing Facial
28,Female,Combination,Thinning,3000,Dullness,4.0,Advanced Hair Spa
26,Male,Combination,Straight,10000,Acne,4.0,Chemical Peel Treatment
35,Female,Combination,Thinning,5000,Acne,4.5,Chemical Peel Treatment
41,Female,Normal,Wavy,1500,Aging,4.0,Anti-Aging Facial
54,Female,Oily,Wavy,5000,Pigmentation,3.0,Hair Spa
33,Female,Combination,Coily,1000,Aging,3.0,Anti-Aging Facial
63,Male,Sensitive,Wavy,1500,Aging,4.5,Anti-Aging Facial
38,Female,Oily,Thinning,1500,Acne,5.0,Deep Cleansing Facial
21,Female,Normal,Straight,2000,Acne,4.5,Chemical Peel Treatment
37,Female,Normal,Coily,500,Hair Fall,3.5,Scalp Treatment
37,Male,Dry,Coily,1500,Pigmentation,4.5,Keratin Therapy
30,Male,Normal,Wavy,1000,Acne,4.5,Anti-Dandruff Spa
40,Female,Oily,Curly,500,Dullness,4.5,Deep Cleansing Facial
64,Female,Dry,Thinning,1000,Dandruff,4.5,Scalp Treatment
27,Male,Oily,Straight,1000,Dullness,5.0,Deep Cleansing Facial
41,Female,Oily,Thinning,500,Pigmentation,3.5,Deep Cleansing Facial
43,Female,Normal,Straight,2000,Frizz,3.5,Keratin Therapy
34,Male,Sensitive,Curly,1500,Dandruff,4.0,Keratin Therapy
30,Female,Normal,Straight,1000,Acne,3.5,Deep Cleansing Facial
38,Female,Normal,Curly,10000,Aging,4.5,Gold Glow Therapy
34,Male,Oily,Wavy,10000,Frizz,4.0,Chemical Peel Treatment
62,Female,Dry,Curly,1000,Acne,3.5,Deep Cleansing Facial
43,Female,Combination,Curly,10000,Aging,3.0,Gold Glow Therapy
46,Female,Normal,Wavy,500,Dandruff,3.0,Anti-Dandruff Spa
26,Female,Oily,Wavy,1000,Aging,4.5,Deep Cleansing Facial
58,Male,Oily,Thinning,3000,Hair Fall,3.0,Scalp Treatment
30,Male,Sensitive,Wavy,500,Dullness,4.0,Vitamin C Glow Facial
47,Female,Normal,Coily,10000,Frizz,4.5,Keratin Therapy
42,Female,Dry,Curly,1000,Aging,4.0,Anti-Aging Facial
27,Female,Normal,Thinning,1000,Frizz,4.0,Scalp Treatment
53,Female,Oily,Curly,2000,Aging,4.5,Chemical Peel Treatment
51,Female,Normal,Straight,2000,Dullness,4.0,Vitamin C Glow Facial
49,Female,Normal,Thinning,1500,Dandruff,4.0,Scalp Treatment
38,Female,Oily,Curly,500,Dullness,4.5,Deep Cleansing Facial
55,Non-binary,Dry,Straight,1000,Frizz,3.5,Hair Spa
21,Male,Dry,Thinning,10000,Dullness,4.5,Advanced Hair Spa
29,Female,Normal,Curly,10000,Frizz,4.0,Keratin Therapy
19,Male,Combination,Thinning,3000,Aging,5.0,Gold Glow Therapy
49,Female,Dry,Coily,500,Acne,3.0,Deep Cleansing Facial
32,Female,Sensitive,Straight,1500,Pigmentation,3.5,De-Tan Treatment
39,Male,Combination,Straight,500,Aging,5.0,Anti-Aging Facial
27,Male,Normal,Curly,500,Hair Fall,4.5,Scalp Treatment
39,Female,Dry,Wavy,5000,Dandruff,4.5,Anti-Dandruff Spa
29,Male,Normal,Thinning,10000,Hair Fall,3.5,Advanced Hair Spa
29,Female,Combination,Wavy,1000,Frizz,3.0,Hair Spa
54,Female,Normal,Straight,1000,Pigmentation,4.0,De-Tan Treatment
57,Female,Normal,Straight,2000,Aging,4.0,Anti-Aging Facial
33,Female,Combination,Wavy,5000,Acne,4.0,Chemical Peel Treatment
34,Female,Oily,Curly,1500,Dullness,3.0,Deep Cleansing Facial
21,Female,Sensitive,Wavy,2000,Dandruff,4.5,Anti-Dandruff Spa
42,Female,Sensitive,Thinning,5000,Dullness,3.5,Advanced Hair Spa
22,Male,Oily,Curly,500,Hair Fall,4.0,Deep Cleansing Facial
22,Female,Sensitive,Wavy,5000,Acne,5.0,Chemical Peel Treatment
23,Female,Normal,Coily,5000,Acne,4.5,Chemical Peel Treatment
28,Female,Sensitive,Wavy,500,Acne,4.0,Deep Cleansing Facial
30,Female,Normal,Thinning,1500,Frizz,4.0,Scalp Treatment
24,Female,Normal,Thinning,10000,Dandruff,3.5,Advanced Hair Spa
18,Female,Combination,Thinning,2000,Aging,3.0,Keratin Therapy
58,Female,Oily,Coily,10000,Acne,4.0,Chemical Peel Treatment
48,Female,Combination,Straight,5000,Pigmentation,4.5,De-Tan Treatment
42,Female,Sensitive,Straight,1500,Dandruff,4.5,Anti-Dandruff Spa
35,Female,Dry,Straight,500,Frizz,4.0,Hair Spa
44,Non-binary,Normal,Wavy,3000,Acne,4.5,Chemical Peel Treatment
44,Non-binary,Sensitive,Thinning,1000,Dandruff,4.0,Scalp Treatment
63,Female,Normal,Thinning,10000,Pigmentation,5.0,Advanced Hair Spa
46,Female,Dry,Wavy,10000,Aging,3.5,Scalp Treatment
61,Female,Dry,Thinning,1500,Hair Fall,3.0,Scalp Treatment
53,Female,Combination,Curly,3000,Dandruff,3.0,Keratin Therapy
57,Female,Sensitive,Straight,2000,Aging,3.5,Anti-Aging Facial
55,Male,Oily,Straight,3000,Dullness,3.0,Chemical Peel Treatment
52,Male,Sensitive,Curly,2000,Frizz,4.5,Keratin Therapy
48,Female,Combination,Coily,1000,Pigmentation,5.0,Hair Spa
43,Female,Combination,Wavy,500,Frizz,4.5,Hair Spa
41,Female,Combination,Curly,1500,Dullness,4.5,Keratin Therapy
61,Female,Dry,Wavy,1500,Frizz,4.5,Keratin Therapy
38,Female,Sensitive,Thinning,5000,Acne,3.5,Chemical Peel Treatment
44,Male,Normal,Curly,10000,Acne,5.0,Chemical Peel Treatment
22,Female,Normal,Coily,1000,Dullness,5.0,Hair Spa
19,Female,Dry,Straight,1000,Acne,4.5,Deep Cleansing Facial
41,Male,Combination,Curly,10000,Dandruff,5.0,Keratin Therapy
25,Female,Dry,Curly,2000,Pigmentation,4.5,Keratin Therapy
48,Female,Combination,Curly,1000,Dullness,4.0,Hair Spa
62,Female,Oily,Coily,500,Aging,5.0,Deep Cleansing Facial
31,Male,Dry,Wavy,1500,Frizz,4.5,Keratin Therapy
61,Female,Dry,Wavy,3000,Dullness,3.0,Hydrating Facial
56,Male,Combination,Curly,2000,Dandruff,4.0,Keratin Therapy
31,Female,Normal,Thinning,2000,Pigmentation,3.0,De-Tan Treatment
41,Female,Normal,Thinning,1500,Hair Fall,3.0,Scalp Treatment
39,Non-binary,Combination,Curly,1500,Frizz,4.0,Keratin Therapy
51,Male,Oily,Thinning,2000,Frizz,4.0,Chemical Peel Treatment
64,Female,Sensitive,Curly,1500,Dandruff,4.5,Keratin Therapy
20,Female,Normal,Wavy,1500,Frizz,3.5,Keratin Therapy
58,Male,Combination,Thinning,1500,Dullness,3.5,Scalp Treatment
53,Female,Oily,Coily,1000,Frizz,4.0,Deep Cleansing Facial
53,Male,Dry,Curly,5000,Acne,3.5,Chemical Peel Treatment
37,Female,Combination,Curly,1500,Pigmentation,4.0,Keratin Therapy
25,Female,Normal,Thinning,3000,Acne,4.5,Chemical Peel Treatment
50,Female,Sensitive,Thinning,1500,Dandruff,3.0,Scalp Treatment
27,Female,Dry,Curly,2000,Pigmentation,4.5,Keratin Therapy
63,Female,Oily,Coily,1500,Frizz,3.5,Deep Cleansing Facial
21,Female,Combination,Wavy,10000,Dullness,3.5,Vitamin C Glow Facial
28,Female,Oily,Wavy,3000,Dandruff,4.5,Chemical Peel Treatment
48,Female,Oily,Thinning,1000,Frizz,4.0,Deep Cleansing Facial
38,Male,Normal,Wavy,500,Frizz,3.0,Hair Spa
33,Female,Combination,Curly,1000,Acne,4.5,Deep Cleansing Facial
37,Female,Oily,Curly,1500,Dandruff,5.0,Deep Cleansing Facial
39,Female,Dry,Curly,2000,Hair Fall,3.5,Advanced Hair Spa
43,Female,Dry,Wavy,1000,Frizz,3.0,Hair Spa
28,Female,Oily,Coily,5000,Hair Fall,5.0,Chemical Peel Treatment
56,Non-binary,Oily,Straight,500,Frizz,3.0,Deep Cleansing Facial
42,Female,Combination,Coily,5000,Aging,3.5,Gold Glow Therapy
58,Female,Sensitive,Straight,5000,Pigmentation,4.0,De-Tan Treatment
62,Female,Oily,Thinning,5000,Pigmentation,3.0,Chemical Peel Treatment
24,Female,Normal,Wavy,10000,Hair Fall,5.0,Advanced Hair Spa
40,Male,Combination,Wavy,500,Pigmentation,4.5,De-Tan Treatment
62,Male,Combination,Wavy,500,Acne,3.0,Deep Cleansing Facial
54,Female,Dry,Straight,10000,Pigmentation,3.0,Hydrating Facial
24,Male,Dry,Coily,1500,Hair Fall,4.5,Scalp Treatment
29,Male,Combination,Curly,10000,Frizz,4.0,Keratin Therapy
25,Female,Oily,Straight,10000,Aging,3.5,Chemical Peel Treatment
46,Non-binary,Combination,Straight,1500,Dullness,4.0,Vitamin C Glow Facial
43,Female,Sensitive,Curly,10000,Dandruff,4.5,Keratin Therapy
59,Male,Dry,Straight,1000,Frizz,3.0,Hair Spa
28,Female,Normal,Coily,10000,Pigmentation,4.5,Keratin Therapy
42,Male,Normal,Straight,10000,Frizz,3.5,Keratin Therapy
49,Female,Sensitive,Coily,500,Acne,4.0,Deep Cleansing Facial
18,Male,Normal,Thinning,5000,Pigmentation,3.5,Advanced Hair Spa
60,Male,Normal,Thinning,5000,Frizz,5.0,Advanced Hair Spa
60,Male,Sensitive,Curly,5000,Frizz,4.5,Keratin Therapy
53,Male,Normal,Straight,500,Frizz,3.5,Hair Spa
48,Male,Dry,Straight,10000,Dandruff,4.0,Anti-Dandruff Spa
35,Female,Dry,Thinning,5000,Dandruff,4.5,Advanced Hair Spa
23,Female,Normal,Coily,500,Dullness,4.5,Hair Spa
25,Non-binary,Oily,Straight,2000,Dandruff,3.0,Chemical Peel Treatment
18,Male,Normal,Thinning,5000,Hair Fall,5.0,Advanced Hair Spa
59,Female,Combination,Curly,10000,Acne,3.5,Chemical Peel Treatment
39,Female,Normal,Thinning,2000,Frizz,4.0,Advanced Hair Spa
25,Female,Dry,Straight,1500,Hair Fall,4.0,Scalp Treatment
41,Male,Oily,Wavy,2000,Aging,4.5,Chemical Peel Treatment
57,Female,Oily,Coily,1000,Dandruff,3.5,Deep Cleansing Facial
24,Male,Oily,Thinning,500,Dullness,4.5,Deep Cleansing Facial
55,Non-binary,Dry,Coily,500,Pigmentation,3.0,Hair Spa
45,Male,Sensitive,Thinning,10000,Aging,5.0,Gold Glow Therapy
26,Female,Normal,Thinning,1500,Pigmentation,4.5,Scalp Treatment
56,Male,Dry,Curly,2000,Hair Fall,4.0,Advanced Hair Spa
26,Female,Normal,Thinning,1500,Dullness,5.0,Scalp Treatment
63,Male,Normal,Wavy,1000,Aging,5.0,Anti-Aging Facial
61,Female,Dry,Wavy,3000,Pigmentation,4.0,Hydrating Facial
40,Female,Normal,Thinning,5000,Frizz,4.5,Advanced Hair Spa
52,Female,Sensitive,Straight,3000,Acne,3.0,Chemical Peel Treatment
21,Female,Dry,Curly,10000,Dullness,3.5,Keratin Therapy
61,Female,Oily,Curly,1000,Dullness,5.0,Advanced Hair Spa
24,Female,Normal,Wavy,5000,Frizz,5.0,Keratin Therapy
50,Male,Combination,Straight,2000,Dandruff,4.5,Anti-Dandruff Spa
61,Female,Normal,Straight,500,Frizz,4.0,Hair Spa
46,Male,Combination,Thinning,3000,Frizz,5.0,Advanced Hair Spa
64,Non-binary,Combination,Coily,1000,Frizz,3.0,Hair Spa
29,Male,Oily,Coily,500,Dandruff,4.0,Deep Cleansing Facial
26,Female,Combination,Straight,1500,Dandruff,3.5,Anti-Aging Facial
56,Female,Normal,Curly,2000,Dullness,5.0,Keratin Therapy
22,Male,Combination,Thinning,1000,Aging,5.0,Anti-Aging Facial
50,Female,Normal,Thinning,2000,Acne,4.0,Chemical Peel Treatment
31,Female,Combination,Curly,1500,Aging,5.0,Anti-Aging Facial
53,Male,Oily,Straight,5000,Hair Fall,4.5,Chemical Peel Treatment
59,Female,Normal,Wavy,500,Frizz,4.0,Hair Spa
25,Female,Normal,Curly,500,Pigmentation,4.0,Hair Spa
50,Female,Oily,Curly,5000,Aging,4.0,Chemical Peel Treatment
24,Female,Normal,Thinning,500,Frizz,3.0,Scalp Treatment
58,Male,Sensitive,Straight,1000,Pigmentation,4.5,De-Tan Treatment
22,Male,Dry,Straight,2000,Frizz,4.0,Scalp Treatment
21,Female,Combination,Thinning,500,Pigmentation,3.5,Scalp Treatment
44,Female,Sensitive,Coily,1500,Acne,4.5,Deep Cleansing Facial
52,Female,Normal,Straight,10000,Frizz,5.0,Scalp Treatment
40,Male,Oily,Curly,10000,Frizz,4.0,Chemical Peel Treatment
36,Male,Sensitive,Coily,2000,Dullness,3.0,Keratin Therapy
52,Female,Sensitive,Thinning,1500,Frizz,3.5,Scalp Treatment
64,Female,Oily,Thinning,10000,Pigmentation,3.5,Chemical Peel Treatment
18,Female,Sensitive,Thinning,3000,Acne,4.0,Chemical Peel Treatment
64,Female,Sensitive,Thinning,1000,Aging,3.5,Anti-Aging Facial
34,Female,Dry,Thinning,10000,Acne,5.0,Chemical Peel Treatment
53,Female,Oily,Curly,500,Aging,5.0,Deep Cleansing Facial
39,Female,Dry,Straight,1500,Pigmentation,3.0,Hydrating Facial
38,Female,Combination,Thinning,5000,Hair Fall,5.0,Advanced Hair Spa
54,Female,Combination,Coily,1000,Acne,4.0,Deep Cleansing Facial
32,Male,Sensitive,Curly,10000,Hair Fall,3.5,Advanced Hair Spa
39,Male,Sensitive,Coily,1500,Dullness,4.0,Keratin Therapy
24,Female,Normal,Straight,10000,Hair Fall,3.5,Advanced Hair Spa
30,Female,Oily,Straight,500,Dullness,5.0,Deep Cleansing Facial
55,Female,Normal,Wavy,500,Pigmentation,4.0,De-Tan Treatment
52,Female,Dry,Curly,2000,Aging,5.0,Anti-Aging Facial
36,Female,Normal,Thinning,500,Dandruff,4.0,Scalp Treatment
60,Female,Normal,Wavy,10000,Pigmentation,3.5,De-Tan Treatment
29,Female,Normal,Wavy,5000,Frizz,4.5,Keratin Therapy
20,Female,Sensitive,Wavy,500,Hair Fall,4.0,Scalp Treatment
60,Female,Combination,Coily,2000,Dandruff,3.0,De-Tan Treatment
38,Female,Normal,Curly,10000,Frizz,4.0,Keratin Therapy
54,Female,Sensitive,Curly,3000,Frizz,3.0,Keratin Therapy
42,Non-binary,Dry,Thinning,2000,Hair Fall,4.0,Advanced Hair Spa
48,Male,Oily,Thinning,1000,Dandruff,3.5,Deep Cleansing Facial
50,Female,Dry,Wavy,1000,Aging,4.0,Anti-Aging Facial
25,Female,Sensitive,Curly,5000,Acne,4.5,Chemical Peel Treatment
48,Female,Dry,Coily,500,Aging,3.0,Anti-Aging Facial
55,Female,Normal,Straight,3000,Aging,3.0,Gold Glow Therapy
29,Female,Sensitive,Thinning,3000,Frizz,3.0,Advanced Hair Spa
64,Female,Combination,Straight,1000,Dandruff,5.0,Anti-Dandruff Spa
48,Female,Sensitive,Thinning,1000,Dullness,5.0,Scalp Treatment
29,Female,Normal,Curly,1000,Frizz,4.0,Hair Spa
56,Female,Dry,Coily,2000,Aging,3.0,Anti-Dandruff Spa
50,Female,Dry,Thinning,500,Aging,4.5,Anti-Aging Facial
56,Female,Normal,Thinning,10000,Acne,3.0,Chemical Peel Treatment
26,Male,Normal,Straight,10000,Frizz,4.5,Keratin Therapy
41,Male,Normal,Coily,1000,Dullness,4.5,Hair Spa
42,Female,Normal,Straight,2000,Aging,4.0,Anti-Aging Facial
32,Male,Oily,Curly,3000,Pigmentation,4.5,Chemical Peel Treatment
18,Male,Oily,Thinning,3000,Acne,5.0,De-Tan Treatment
31,Female,Combination,Coily,1500,Acne,3.5,Deep Cleansing Facial
55,Female,Normal,Coily,3000,Hair Fall,5.0,Advanced Hair Spa
61,Female,Dry,Coily,3000,Dullness,5.0,Keratin Therapy
41,Female,Sensitive,Curly,1500,Pigmentation,4.0,Keratin Therapy
43,Male,Oily,Wavy,2000,Dullness,3.5,Chemical Peel Treatment
50,Female,Combination,Thinning,3000,Frizz,3.0,Advanced Hair Spa
58,Female,Oily,Wavy,2000,Pigmentation,4.5,Chemical Peel Treatment
34,Female,Oily,Thinning,500,Frizz,4.5,Deep Cleansing Facial
43,Female,Normal,Curly,5000,Pigmentation,3.0,Keratin Therapy
29,Female,Sensitive,Straight,1000,Dullness,5.0,Vitamin C Glow Facial
20,Male,Normal,Thinning,5000,Aging,5.0,Gold Glow Therapy
20,Female,Oily,Wavy,500,Hair Fall,4.5,Deep Cleansing Facial
43,Female,Dry,Thinning,500,Frizz,3.0,Scalp Treatment
53,Female,Normal,Thinning,1500,Hair Fall,4.0,Scalp Treatment
30,Female,Sensitive,Thinning,500,Hair Fall,3.5,Scalp Treatment
24,Female,Normal,Curly,1500,Acne,5.0,Deep Cleansing Facial
52,Male,Normal,Curly,5000,Dandruff,4.5,Keratin Therapy
33,Male,Sensitive,Coily,3000,Dullness,3.0,Keratin Therapy
34,Female,Dry,Wavy,10000,Hair Fall,4.5,Advanced Hair Spa
51,Female,Combination,Wavy,1500,Acne,4.5,Deep Cleansing Facial
39,Female,Dry,Coily,1500,Hair Fall,3.5,Scalp Treatment
35,Female,Dry,Coily,5000,Aging,3.5,Gold Glow Therapy
34,Female,Dry,Wavy,10000,Pigmentation,4.0,Hydrating Facial
24,Female,Oily,Coily,3000,Acne,5.0,Chemical Peel Treatment
48,Female,Combination,Coily,3000,Dullness,4.0,Keratin Therapy
50,Female,Dry,Thinning,1000,Acne,5.0,Deep Cleansing Facial
48,Male,Oily,Thinning,1500,Dandruff,3.5,Deep Cleansing Facial
25,Female,Sensitive,Curly,5000,Acne,3.0,Chemical Peel Treatment
42,Female,Combination,Curly,3000,Dullness,4.0,Keratin Therapy
34,Female,Sensitive,Thinning,1500,Hair Fall,3.5,Scalp Treatment
31,Female,Combination,Curly,10000,Dandruff,4.0,Keratin Therapy
54,Female,Normal,Wavy,10000,Acne,4.0,Chemical Peel Treatment
53,Female,Sensitive,Wavy,1000,Dullness,3.5,Vitamin C Glow Facial
18,Female,Sensitive,Wavy,10000,Frizz,5.0,Keratin Therapy
38,Male,Combination,Curly,3000,Dullness,5.0,Scalp Treatment
62,Female,Dry,Curly,2000,Dullness,3.0,Keratin Therapy
39,Female,Combination,Thinning,3000,Dullness,4.0,Advanced Hair Spa
44,Female,Normal,Wavy,3000,Pigmentation,5.0,De-Tan Treatment
36,Female,Normal,Coily,10000,Frizz,4.5,Keratin Therapy
42,Female,Sensitive,Wavy,10000,Aging,4.0,Gold Glow Therapy
57,Female,Oily,Straight,1000,Hair Fall,3.5,Deep Cleansing Facial
59,Female,Combination,Thinning,5000,Dandruff,4.0,Advanced Hair Spa
41,Male,Normal,Coily,2000,Aging,3.5,Anti-Aging Facial
26,Male,Combination,Straight,1000,Aging,4.5,Anti-Aging Facial
22,Male,Sensitive,Thinning,500,Acne,4.5,Deep Cleansing Facial
23,Female,Normal,Wavy,500,Frizz,4.5,Hair Spa
33,Male,Sensitive,Wavy,1000,Pigmentation,3.5,De-Tan Treatment
40,Male,Combination,Coily,2000,Dullness,5.0,Keratin Therapy
53,Female,Normal,Wavy,3000,Pigmentation,4.5,De-Tan Treatment
58,Male,Sensitive,Thinning,5000,Frizz,5.0,Advanced Hair Spa
40,Female,Dry,Straight,2000,Hair Fall,4.0,Advanced Hair Spa
27,Female,Oily,Thinning,10000,Dullness,3.5,Chemical Peel Treatment
48,Female,Sensitive,Coily,1500,Acne,4.5,Deep Cleansing Facial
56,Female,Oily,Thinning,1500,Aging,4.5,Deep Cleansing Facial
45,Female,Dry,Coily,10000,Dandruff,3.5,Keratin Therapy
45,Female,Normal,Thinning,10000,Frizz,4.0,Advanced Hair Spa
52,Male,Sensitive,Wavy,10000,Acne,3.5,Chemical Peel Treatment
25,Female,Normal,Coily,1500,Frizz,5.0,Keratin Therapy
38,Female,Oily,Thinning,500,Aging,3.0,Deep Cleansing Facial
26,Male,Oily,Wavy,500,Aging,3.0,Deep Cleansing Facial
39,Female,Sensitive,Curly,2000,Frizz,3.0,Keratin Therapy
27,Female,Sensitive,Straight,3000,Dandruff,3.5,Anti-Dandruff Spa
34,Male,Oily,Straight,10000,Frizz,3.5,Chemical Peel Treatment
46,Female,Oily,Wavy,2000,Frizz,3.0,Chemical Peel Treatment
31,Female,Combination,Curly,1000,Frizz,3.0,Hair Spa
53,Female,Combination,Coily,5000,Hair Fall,3.5,Advanced Hair Spa
21,Male,Dry,Straight,1000,Frizz,4.5,Hair Spa
28,Male,Normal,Straight,2000,Dullness,3.5,Hair Spa
55,Male,Sensitive,Thinning,1000,Hair Fall,3.0,Scalp Treatment
49,Female,Normal,Curly,10000,Frizz,3.0,Keratin Therapy
59,Female,Normal,Straight,1000,Dandruff,3.5,Anti-Dandruff Spa
53,Male,Combination,Coily,5000,Aging,3.0,Gold Glow Therapy
40,Male,Combination,Straight,2000,Frizz,4.5,Keratin Therapy
52,Female,Dry,Thinning,1000,Pigmentation,4.0,Scalp Treatment
47,Female,Normal,Thinning,1000,Acne,5.0,Deep Cleansing Facial
36,Male,Normal,Curly,2000,Acne,5.0,Chemical Peel Treatment
29,Male,Normal,Curly,10000,Pigmentation,3.5,Keratin Therapy
22,Female,Normal,Coily,1000,Pigmentation,4.5,Hair Spa
27,Female,Combination,Coily,5000,Hair Fall,3.0,Advanced Hair Spa
60,Female,Dry,Wavy,10000,Acne,3.5,Chemical Peel Treatment
30,Female,Normal,Coily,5000,Dandruff,5.0,Keratin Therapy
55,Female,Combination,Wavy,3000,Frizz,3.0,Deep Cleansing Facial
59,Female,Oily,Coily,10000,Frizz,3.0,Chemical Peel Treatment
44,Male,Oily,Thinning,1500,Pigmentation,3.0,Deep Cleansing Facial
37,Female,Dry,Thinning,500,Acne,3.5,Deep Cleansing Facial
30,Female,Dry,Thinning,5000,Aging,5.0,Gold Glow Therapy
44,Male,Normal,Curly,5000,Dandruff,4.5,Keratin Therapy
28,Male,Normal,Coily,3000,Hair Fall,3.5,Advanced Hair Spa
56,Female,Combination,Curly,3000,Hair Fall,4.0,Advanced Hair Spa
58,Female,Combination,Thinning,1000,Pigmentation,5.0,Scalp Treatment
53,Male,Combination,Curly,2000,Dandruff,4.5,Hair Spa
36,Female,Normal,Wavy,1500,Acne,4.0,Deep Cleansing Facial
31,Male,Oily,Curly,3000,Pigmentation,5.0,Chemical Peel Treatment
54,Female,Oily,Coily,1500,Aging,3.5,Deep Cleansing Facial
55,Female,Combination,Curly,500,Pigmentation,4.5,Hair Spa
31,Male,Combination,Coily,1000,Dandruff,5.0,Hair Spa
24,Female,Combination,Straight,5000,Dullness,5.0,Vitamin C Glow Facial
21,Male,Combination,Curly,10000,Dandruff,4.5,Keratin Therapy
25,Male,Dry,Thinning,500,Frizz,4.5,Scalp Treatment
51,Female,Normal,Thinning,1000,Hair Fall,5.0,Scalp Treatment
27,Female,Sensitive,Coily,10000,Pigmentation,5.0,Keratin Therapy
32,Female,Sensitive,Wavy,1000,Hair Fall,3.0,Scalp Treatment
